05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
05,0002,3,3333
